Mineral Name,Mineral Name (plain),Mineral Name (HTML),Valence Chemistry,Valence Chemistry (concise),Valence Chemistry (HTML),IMA Chemistry (HTML),Chemistry Elements,RRUFF IDs,Database ID,Year First Published,IMA Status,Structural Groupname,Crystal Systems,Space Groups,Valence Elements,IMA Mineral Symbol,Paragenetic Modes,Mindat ID,Mindat Long ID,Mindat GUID,Mindat Updated,Mindat Entry Type,Mindat Entry Type Text,Mindat Formula,Mindat Formula Note,Mindat IMA Formula,Mindat IMA Status,Mindat IMA Notes,Mindat Description,Mindat Elements,Mindat Significant Elements,Mindat Key Elements,Mindat Discovery Year,Mindat Approval Year,Mindat Publication Year,Mindat IMA History,Mindat IMA Symbol,Mindat Strunz 10 Class,Mindat Strunz 10 Subclass,Mindat Strunz 10 Division,Mindat Strunz 10 Group,Mindat Dana 8 Class,Mindat Dana 8 Type,Mindat Dana 8 Group,Mindat Dana 8 Number,Mindat Colour,Mindat Streak,Mindat Lustre,Mindat Lustre Type,Mindat Diapheny,Mindat Hardness Minimum,Mindat Hardness Maximum,Mindat Hardness Type,Mindat Measured Density,Mindat Calculated Density,Mindat Crystal System,Mindat Crystal Class,Mindat Space Group,Mindat Unit Cell a,Mindat Unit Cell b,Mindat Unit Cell c,Mindat Unit Cell Alpha,Mindat Unit Cell Beta,Mindat Unit Cell Gamma,Mindat Unit Cell Volume,Mindat Cleavage,Mindat Cleavage Type,Mindat Fracture Type,Mindat Tenacity,Mindat Magnetism,Mindat Optical Type,Mindat Optical Sign,Mindat Optical Colour,Mindat Optical Birefringence,Mindat Optical 2V Calculated,Mindat Optical 2V Measured,Mindat Weighting
Karupmøllerite-Ca,Karupmollerite-Ca,Karupmøllerite-Ca,"(Na,Ca,K)2Ca(Nb5+,Ti4+)4(Si4O12)2(O,OH)4·7H2O","(Na,Ca,K)_2_Ca(Nb^5+^,Ti^4+^)_4_(Si_4_O_12_)_2_(O,OH)_4_·7H_2_O","(Na,Ca,K)<sub>2</sub>Ca(Nb<sup>5+</sup>,Ti<sup>4+</sup>)<sub>4</sub>(Si<sub>4</sub>O<sub>12</sub>)<sub>2</sub>(O,OH)<sub>4</sub>·7H<sub>2</sub>O","(Na,Ca,K)<sub>2</sub>Ca(Nb,Ti)<sub>4</sub>(Si<sub>4</sub>O<sub>12</sub>)<sub>2</sub>(O,OH)<sub>4</sub>·7H<sub>2</sub>O",Na Ca K Nb Ti Si O H,,2603,2001,Approved,Labuntsovite,monoclinic,C2/m,Na Ca K Nb^5+ Ti^4+ Si O H,Kmø-Ca,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",11159,1:1:11159:7,86663774-a8aa-429f-9524-ea9f73f3f441,2026-06-21 15:17:55,0,mineral,"(Na,Ca,K)<sub>2</sub>Ca(Nb,Ti)<sub>4</sub>(Si<sub>4</sub>O<sub>12</sub>)<sub>2</sub>(O,OH)<sub>4</sub>&middot;7H<sub>2</sub>O",,"(Na,Ca,K)<sub>2</sub>Ca(Nb<sup>5+</sup>,Ti<sup>4+</sup>)<sub>4</sub>(Si<sub>4</sub>O<sub>12</sub>)<sub>2</sub>(O,OH)<sub>4</sub>·7H<sub>2</sub>O",APPROVED,,,Ca; Na; Nb; Si; Ti; O; K; H,Ca; Na; Nb; Si; O; H,Nb,,2001,2002,,Kmø-Ca,9,C,E,30c,0,0,0,0,Grey-white to reddish-white,White,vitreous,"Vitreous,Dull",Translucent,5.0,5.0,0,2.71,2.75,Monoclinic,5,11,14.641,14.214,7.91,0,117.36,0,0.0,,None Observed,,brittle,,,,,,0,30,28
Karwowskiite,Karwowskiite,Karwowskiite,Ca9Mg(Fe2+0.5☐0.5)(PO4)7,Ca_9_Mg(Fe^2+^_0.5_[box]_0.5_)(PO_4_)_7_,Ca<sub>9</sub>Mg(Fe<sup>2+</sup><sub>0.5</sub>☐<sub>0.5</sub>)(PO<sub>4</sub>)<sub>7</sub>,Ca<sub>9</sub>Mg(Fe<sup>2+</sup><sub>0.5</sub>☐<sub>0.5</sub>)(PO<sub>4</sub>)<sub>7</sub>,Ca Mg Fe P O,,7416,2023,Approved,Cerite,hexagonal,R3c,Ca Mg Fe^2+ P O,Krw,,470924,1:1:470924:0,,2025-08-11 12:15:25,0,mineral,Ca<sub>9</sub>Mg(Fe<sup>2+</sup><sub>0.5</sub>&#9723;<sub>0.5</sub>)(PO<sub>4</sub>)<sub>7</sub>,,Ca<sub>9</sub>Mg(Fe<sup>2+</sup><sub>0.5</sub>&#9723;<sub>0.5</sub>)(PO<sub>4</sub>)<sub>7</sub>,APPROVED,,,Ca; Fe; Mg; O; P,Ca; Fe; Mg; O; P,,,2023,0,IMA No. 2023-080,Krw,8,A,B,,,,,,Colorless with a green tint,white,,Vitreous,,4.0,0.0,0,,3.085,Trigonal,11,85,10.3375,,37.1443,,,,0.0,,None Observed,Conchoidal,,,Uniaxial,-,,,,,1
Kasatkinite,Kasatkinite,Kasatkinite,Ba2Ca8B5Si8O32(OH)3·6H2O,Ba_2_Ca_8_B_5_Si_8_O_32_(OH)_3_·6H_2_O,Ba<sub>2</sub>Ca<sub>8</sub>B<sub>5</sub>Si<sub>8</sub>O<sub>32</sub>(OH)<sub>3</sub>·6H<sub>2</sub>O,Ba<sub>2</sub>Ca<sub>8</sub>B<sub>5</sub>Si<sub>8</sub>O<sub>32</sub>(OH)<sub>3</sub>·6H<sub>2</sub>O,Ba Ca B Si O H,,5973,2011,Approved,Not in a structural group,monoclinic,P21/c,Ba Ca B Si O H,Ksk,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism",42837,1:1:42837:2,098a942e-6404-47d0-ba67-a97f8d489c05,2025-08-11 12:15:09,0,mineral,Ba<sub>2</sub>Ca<sub>8</sub>B<sub>5</sub>Si<sub>8</sub>O<sub>32</sub>(OH)<sub>3</sub>·6H<sub>2</sub>O ,,Ba<sub>2</sub>Ca<sub>8</sub>B<sub>5</sub>Si<sub>8</sub>O<sub>32</sub>(OH)<sub>3</sub>·6H<sub>2</sub>O,APPROVED,,,Ba; Ca; Si; B; O; H,Ba; Ca; Si; B; O; H,B; Ba,,2011,0,,Ksk,9,H,A,40,,,,,,,,,,0.0,0.0,0,,,Monoclinic,0,0,5.74,7.234,20.81,,90.70,,0.0,,,,,,,,,,,,43
Kashinite,Kashinite,Kashinite,Ir3+2S2-3,Ir^3+^_2_S^2-^_3_,Ir<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>3</sub>,Ir<sub>2</sub>S<sub>3</sub>,Ir S,,2604,1982,Approved,Bowieite,orthorhombic,Pbcn,Ir^3+ S^2-,Ksh,"Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, PM33 - Hydrothermal metal deposits, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites",2164,1:1:2164:3,f14d9082-947b-4684-9b23-984d05727bfd,2025-09-22 15:49:41,0,mineral,Ir<sub>2</sub>S<sub>3</sub>,,Ir<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>3</sub>,APPROVED,,The Ir analogue of bowieite. Possibly also analogous to UM1978-17-S:IrOsPtRu and  UM1993-21-S:IrOsRu.,Ir; S,Ir; S,Ir,1985,1982,1985,,Ksh,2,D,B,15,2,11,12,2,Grayish black,,,Metallic,,7.5,7.5,0,0,9.10,Orthorhombic,8,63,8.464,6.001,6.146,0,0,0,0.0,,,,brittle,,,,Light gray,,0,0,86
Kaskasite,Kaskasite,Kaskasite,"(Mo,Nb5+)S2·(Mg1-xAlx)(OH)2+x","(Mo,Nb^5+^)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_","(Mo,Nb<sup>5+</sup>)S<sub>2</sub>·(Mg<sub>1-x</sub>Al<sub>x</sub>)(OH)<sub>2+x</sub>","(Mo,Nb)S<sub>2</sub>·(Mg<sub>1-x</sub>Al<sub>x</sub>)(OH)<sub>2+x</sub>",Mo Nb S Mg Al O H,,6186,2013,Approved,Valleriite,hexagonal,,Mo Nb^5+ S Mg Al O H,Kks,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",43888,1:1:43888:3,8c135e82-5af4-494c-af51-3cb6a22771a5,2025-08-11 12:15:10,0,mineral,"(Mo,Nb)S<sub>2</sub>&middot;(Mg<sub>1-x</sub>Al<sub>x</sub>)(OH)<sub>2+x</sub>",,"(Mo,Nb<sup>5+</sup>)S<sub>2</sub>·(Mg<sub>1-x</sub>Al<sub>x</sub>)(OH)<sub>2+x</sub>",APPROVED,,Mg-analogue of manganokaskasite. Mo-analogue of ekplexite.,Al; Mg; Mo; Nb; O; S; H,Al; Mg; Mo; O; S; H,Mo,,2013,2014,,Kks,2,F,D,35,0,0,0,0,Iron-black,,,Metallic,Opaque,1.0,1.0,2,,3.83,Trigonal,0,0, 3.220,, 11.47,,,,0.0,{001} perfect and mica-like,Perfect,Micaceous,elastic,,,,Grey,,,,1
Kasolite,Kasolite,Kasolite,Pb2+(U6+O2)SiO4·H2O,Pb^2+^(U^6+^O_2_)SiO_4_·H_2_O,Pb<sup>2+</sup>(U<sup>6+</sup>O<sub>2</sub>)SiO<sub>4</sub>·H<sub>2</sub>O,Pb(UO<sub>2</sub>)(SiO<sub>4</sub>)·H<sub>2</sub>O,Pb U O Si H,,2605,1921,Approved,,monoclinic,"P21/a, P21/c",Pb^2+ U^6+ O Si H,Kso,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM27 - Radioactive decay; auto-oxidation, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",2165,1:1:2165:0,17fe9be3-73c8-4907-8a5c-d60f0561dc42,2026-06-24 15:52:54,0,mineral,Pb(UO<sub>2</sub>)(SiO<sub>4</sub>)&middot;H<sub>2</sub>O,,Pb<sup>2+</sup>(U<sup>6+</sup>O<sub>2</sub>)SiO<sub>4</sub>·H<sub>2</sub>O,APPROVED; GRANDFATHERED,,"Possibly the Pb analogue of unnamed phase 'UM1956-02-SiO:CaHU'. The only accepted Pb-U silicate mineral. Chemically similar to 'orlite'.

Crystal structure details:

- uranyl silicate layers of the uranophane sheet anion-topology
- Pb atoms and wa...",Pb; Si; O; H; U,Pb; Si; O; H; U,Pb; U,1921,0,1921,,Kso,9,A,K,15,53,3,1,1,"Ocher yellow to brownish yellow, amber brown, lemon yellow, to green or reddish orange",Pale yellow brown,,"Sub-Adamantine,Greasy","Transparent,Translucent,Opaque",4.0,5.0,0,5.83,6.256,Monoclinic,5,14,13.24,6.94,6.70,0,104.33,0,0.0,"Perfect on {001}
Indistinct on {100} {010}",Perfect,,brittle,,Biaxial,+,,,72,43,5035
Kassite,Kassite,Kassite,CaTi4+2O4(OH)2,CaTi^4+^_2_O_4_(OH)_2_,CaTi<sup>4+</sup><sub>2</sub>O<sub>4</sub>(OH)<sub>2</sub>,CaTi<sub>2</sub>O<sub>4</sub>(OH)<sub>2</sub>,Ca Ti O H,,2606,1965,Approved,Kassite,monoclinic,P21/a,Ca Ti^4+ O H,Kas,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",2166,1:1:2166:7,776ffbf7-07fd-4965-9b55-48bc3f6d148c,2026-02-19 15:16:56,0,mineral,CaTi<sub>2</sub>O<sub>4</sub>(OH)<sub>2</sub>,,CaTi<sup>4+</sup><sub>2</sub>O<sub>4</sub>(OH)<sub>2</sub>,APPROVED,,,Ca; Ti; O; H,Ca; Ti; O; H,Ti,1965,0,1965,,Kas,4,D,H,10,8,3,9,1,Brownish pink to pale yellow,,,Adamantine,Translucent,5.0,5.0,0,3.42,3.418,Monoclinic,5,14,5.275,9.009,9.557,0,90.43,0,0.0,Perfect on {010} and distinct on {101}.,Perfect,,very brittle,Paramagnetic,Biaxial,-,,,62,58,360
Kastningite,Kastningite,Kastningite,Mn2+Al2(PO4)2(OH)2·8H2O,Mn^2+^Al_2_(PO_4_)_2_(OH)_2_·8H_2_O,Mn<sup>2+</sup>Al<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O,Mn<sup>2+</sup>Al<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O,Mn Al P O H,,2607,1997,Approved,Stewartite,triclinic,P1,Mn^2+ Al P O H,Kng,"Abiotic, Biotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",7129,1:1:7129:7,87d19c17-af4c-46b2-8f69-f3db6839746e,2026-03-09 14:43:47,0,mineral,"(Mn<sup>2+</sup>,Fe<sup>2+</sup>,Mg)Al<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>&middot;8H<sub>2</sub>O",,Mn<sup>2+</sup>Al<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O,APPROVED,,DANGER: Kastningite easily dehydrates and decomposes near hot illumination sources. The kastningite crystals become chalky and are probably no longer crystalline. Lighting units should be very far away from specimens (> 20 cm) when they are being photo...,Al; Fe; Mg; Mn; O; P; H,Al; Mn; O; P; H,,,1997,1999,,Kng,8,D,C,30,0,0,0,0,"Generally colorless, may be white",White,Vitreous,Vitreous,"Transparent,Translucent",1.0,2.0,0,2.35,2.379,Triclinic,2,2,7.010,10.205,10.504,71.82,89.62,69.90,0.0,"Not reported, but should have perfect {010} cleavage.",,,brittle,,Biaxial,-,,0.015,90.6,94.7,351
Katanite,Katanite,Katanite,Ba2+3Nb5+Fe3+3Si2O14,Ba^2+^_3_Nb^5+^Fe^3+^_3_Si_2_O_14_,Ba<sup>2+</sup><sub>3</sub>Nb<sup>5+</sup>Fe<sup>3+</sup><sub>3</sub>Si<sub>2</sub>O<sub>14</sub>,Ba<sub>3</sub>NbFe<sub>3</sub>Si<sub>2</sub>O<sub>14</sub>,Ba Nb Fe Si O,,7581,2025,"Approved, Pending publication",Dugganite,hexagonal,P321,Ba^2+ Nb^5+ Fe^3+ Si O,Kta,,488782,1:1:488782:5,,2025-08-11 12:15:31,0,mineral,Ba<sub>3</sub>NbFe<sub>3</sub>Si<sub>2</sub>O<sub>14</sub>,,Ba<sup>2+</sup><sub>3</sub>Nb<sup>5+</sup>Fe<sup>3+</sup><sub>3</sub>Si<sub>2</sub>O<sub>14</sub>,APPROVED; PENDING_PUBLICATION,,Known synthetic analogue. For chemical similarity compare niobobaotite.,Ba; Fe; Nb; Si; O,Ba; Fe; Nb; Si; O,Ba; Nb,,2025,0,IMA No. 2025-022,Kta,9,C,E,,,,,,,,,,,0.0,0.0,0,,,Trigonal,12,90,8.539,,5.241,,,,0.0,,,,,,,,,,,,1
Katayamalite,Katayamalite,Katayamalite,KLi3Ca7Ti4+2(SiO3)12(OH)2,KLi_3_Ca_7_Ti^4+^_2_(SiO_3_)_12_(OH)_2_,KLi<sub>3</sub>Ca<sub>7</sub>Ti<sup>4+</sup><sub>2</sub>(SiO<sub>3</sub>)<sub>12</sub>(OH)<sub>2</sub>,KLi<sub>3</sub>Ca<sub>7</sub>Ti<sub>2</sub>(SiO<sub>3</sub>)<sub>12</sub>(OH)<sub>2</sub>,K Li Ca Ti Si O H,,5032,1982,Approved,Baratovite,"monoclinic, triclinic","C2/c, C1",K Li Ca Ti^4+ Si O H,Kyl,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation",4716,1:1:4716:2,060b87ae-8dfc-452e-8846-034fec34401f,2025-08-11 12:14:25,0,mineral,KLi<sub>3</sub>Ca<sub>7</sub>Ti<sub>2</sub>(SiO<sub>3</sub>)<sub>12</sub>(OH)<sub>2</sub>,,KLi<sub>3</sub>Ca<sub>7</sub>Ti<sup>4+</sup><sub>2</sub>(SiO<sub>3</sub>)<sub>12</sub>(OH)<sub>2</sub>,APPROVED,,"Described as the hydroxyl analogue of baratovite, which had originally been described as fluor-dominant. Some mineralogists now claim that baratovite is also hydroxyl- rather than fluor-dominant, and that baratovite and katayamalite are therefore the s...",Ca; Li; Si; Ti; O; K; H,Ca; Li; Si; Ti; O; K; H,Li; Ti,,1982,1983,,Kyl,9,C,J,25,,,,,"Colorless, wWhite",White,,Vitreous,Transparent,3.5,4.0,0,2.91,2.899,Monoclinic,5,10,16.9093,9.7287,20.9019,,112.396,,0.0,{001},Perfect,,,,,,,0.007,0,32,101
Katerinopoulosite,Katerinopoulosite,Katerinopoulosite,(N3-H4)2Zn2+(S6+O4)2·6H2O,(N^3-^H_4_)_2_Zn^2+^(S^6+^O_4_)_2_·6H_2_O,(N<sup>3-</sup>H<sub>4</sub>)<sub>2</sub>Zn<sup>2+</sup>(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>·6H<sub>2</sub>O,(NH<sub>4</sub>)<sub>2</sub>Zn(SO<sub>4</sub>)<sub>2</sub>·6H<sub>2</sub>O,N H Zn S O,,6647,2017,Approved,Picromerite,monoclinic,P21/a,N^3- H Zn^2+ S^6+ O,Kpo,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals",51829,1:1:51829:5,03f1d97f-4aba-4947-9937-0352d277a4cf,2025-08-11 12:15:19,0,mineral,(NH<sub>4</sub>)<sub>2</sub>Zn(SO<sub>4</sub>)<sub>2</sub>&middot;6H<sub>2</sub>O,,(N<sup>3-</sup>H<sub>4</sub>)<sub>2</sub>Zn<sup>2+</sup>(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>·6H<sub>2</sub>O,APPROVED,,"Unique combination of elements: the first confirmed/approved N-Zn mineral species (compare ebnerite). The Zn analogue of boussingaultite, mohrite, and nickelboussingaultite.

Compare 'amminite', 'UM2009-//-CN:FeHKZn', and 'Unnamed (NH4-Zn-Fe Chloride)'.",Zn; N; O; S; H,Zn; N; O; S; H,N; Zn,,2017,2018,,Kpo,7,C,C,60,0,0,0,0,"white, pale blue, pale green",White,,Vitreous,,2.5,2.5,0,1.97,1.986,Monoclinic,5,14, 9.230, 12.476, 6.249,,106.79,0,688.9,,None Observed,Irregular/Uneven,brittle,,Biaxial,+,,,79,80,46
Katiarsite,Katiarsite,Katiarsite,KTi4+O(As5+O4),KTi^4+^O(As^5+^O_4_),KTi<sup>4+</sup>O(As<sup>5+</sup>O<sub>4</sub>),KTiO(AsO<sub>4</sub>),K Ti O As,,6326,2014,Approved,Katiarsite,orthorhombic,Pna21,K Ti^4+ O As^5+,Kts,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals",46153,1:1:46153:5,4e61f06e-7c1e-4acf-a71a-749184cefc96,2025-08-11 12:15:13,0,mineral,KTiO(AsO<sub>4</sub>),,KTi<sup>4+</sup>O(As<sup>5+</sup>O<sub>4</sub>),APPROVED,,"Known synthetic analogue (an important linear non-linear optical material). Unique combination of elements. One of a few Ti-As approved minerals, the group also including asbecasite, braithwaiteite, cafarsite, graeserite, hemloite and tomichite; the on...",As; Ti; O; K,As; Ti; O; K,As; Ti,,2014,2016,,Kts,8,B,H,70,0,0,0,0,Colorless,,,Vitreous,Transparent,0.0,0.0,0,,3.49,Orthorhombic,6,35,13.174,6.5635,10.805,,,,0.0,,None Observed,Irregular/Uneven,brittle,,Biaxial,+,,,,,20
Katoite,Katoite,Katoite,Ca3Al2(OH)12,Ca_3_Al_2_(OH)_12_,Ca<sub>3</sub>Al<sub>2</sub>(OH)<sub>12</sub>,Ca<sub>3</sub>Al<sub>2</sub>(OH)<sub>12</sub>,Ca Al O H,,2608,1982,Approved,Garnet,cubic,"Ia3d, Ia3d",Ca Al O H,Kto,"Abiotic, Biotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration, Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals",2167,1:1:2167:4,40b4f0fb-5606-4003-9e65-86689c0ab3c5,2026-07-10 10:05:26,0,mineral,Ca<sub>3</sub>Al<sub>2</sub>[&#9723;(OH)<sub>4</sub>]<sub>3</sub>,"The formula for general ""hydrogrossular"" is derived by the progressive exchange of grossular's Si with vacancies ([]), while maintaining local charge balance by attaching one H<sup>+</sup> to each of the four adjacent oxygens (so 4H<sup>+</sup> in total) per each one Si<sup>4+</sup> lost. This progressive exchange can also be represented as Ca<sub>3</sub>Al<sub>2</sub>(SiO<sub>4</sub>)<sub>3-x</sub>(OH)<sub>4x</sub>. In end-member katoite, the replacement is complete (so x = 3).

Previously, the mineral ""hibschite"" (no longer an IMA-approved species) was considered an intermediate member of the grossular-katoite series, and was defined as Ca<sub>3</sub>Al<sub>2</sub>(SiO<sub>4</sub>)<sub>3-x</sub>(OH)<sub>4x</sub>, where x = 0.2-1.5; compositions where x < 0.2 were still considered grossular, whereas compositions where x > 1.5 were considered katoite. Now, based on the modern ""50% rule"", what was previously called ""hibschite"" would now be considered grossular (or perhaps more descriptively as ""OH-bearing grossular""), although ""hibschite"", ""hydrogrossular"" and ""hydrogarnet"" are still all informally in common use.",Ca<sub>3</sub>Al<sub>2</sub>(OH)<sub>12</sub>,APPROVED,,"Grossular-Katoite Series. Compare also the tetragonal-pseudocubic Holtstamite.
Ungrouped member of the Garnet Supergroup.

For x = 3, i.e. the end member, the species is also known as C3AH6 (""Tricalcium aluminate hydrate"") in hydrated cement.
See a...",Al; Ca; O; H,Al; Ca; O; H,,1982,1982,0,,Kto,4,F,F,,51,4,3d,2,Colourless,White,,Vitreous,,5.0,6.0,0,0,3.013,Isometric,32,225,12.24095,0,0,0,0,0,0.0,,,,,,Isotropic,,,,0,0,211
Katophorite,Katophorite,Katophorite,NaNaCa(Mg4Al)(Si7Al)O22(OH)2,NaNaCa(Mg_4_Al)(Si_7_Al)O_22_(OH)_2_,NaNaCa(Mg<sub>4</sub>Al)(Si<sub>7</sub>Al)O<sub>22</sub>(OH)<sub>2</sub>,Na(NaCa)(Mg<sub>4</sub>Al)(Si<sub>7</sub>Al)O<sub>22</sub>(OH)<sub>2</sub>,Na Ca Mg Al Si O H,,2952,1894,Approved,Amphibole,monoclinic,C2/m,Na Ca Mg Al Si O H,Ktp,"Abiotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, Stage 5: Initiation of plate tectonics, PM39 - High-P metamorphism",7163,1:1:7163:1,6a51a2d0-36cd-4296-8d75-214101b8c587,2026-05-15 05:28:20,0,mineral,Na(CaNa){Mg<sub>4</sub>Al)(AlSi<sub>7</sub>O<sub>22</sub>)(OH)<sub>2</sub>,"The katophorite group minerals are sodium-calcium amphiboles defined with <sup>A</sup>(Na+K+2Ca)> 0.5 apfu and 0.5 apfu < <sup>C</sup>(Al+Fe<sup>3+</sup>+2Ti) < 1.5 apfu.

katophorite is defined with 

A position: Na dominant
C<sup>2+</sup> position: Mg dominant
C<sup>3+</sup> position: Al dominant
W position: (OH) dominant",NaNaCa(Mg<sub>4</sub>Al)(Si<sub>7</sub>Al)O<sub>22</sub>(OH)<sub>2</sub>,APPROVED,RENAMED,"NOTE: All localities and photos listed here under ""katophorite"" should be checked if they are to be assigned to katophorite according to the redefinition.
NOTE 2: The mineral originally designated by Brøgger (1894) as ""katophorite"" is now classified a...",Al; Ca; Mg; Na; Si; O; H,Al; Ca; Mg; Na; Si; O; H,,,2013,0,Renamed by IMA: 2012,Ktp,9,D,E,20,66,1,3b,11,,,Vitreous,Vitreous,,5.0,5.0,0,0,0,Monoclinic,5,11,9.8573,17.962,5.2833,0,104.707,0,0.0,Perfect on {110},,,,,Biaxial,-,,,70,73,318
Katoptrite,Katoptrite,Katoptrite,Mn2+13Al4Sb5+2O20(SiO4)2,Mn^2+^_13_Al_4_Sb^5+^_2_O_20_(SiO_4_)_2_,Mn<sup>2+</sup><sub>13</sub>Al<sub>4</sub>Sb<sup>5+</sup><sub>2</sub>O<sub>20</sub>(SiO<sub>4</sub>)<sub>2</sub>,Mn<sup>2+</sup><sub>13</sub>Al<sub>4</sub>Sb<sup>5+</sup><sub>2</sub>O<sub>20</sub>(SiO<sub>4</sub>)<sub>2</sub>,Mn Al Sb O Si,,2610,1917,"Approved, Grandfathered",Katoptrite,monoclinic,C2/m,Mn^2+ Al Sb^5+ O Si,Ktt,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics",2169,1:1:2169:8,f94c0b97-33ac-4e10-91a9-d72337b66527,2026-04-18 16:37:43,0,mineral,"(Mn<sup>2+</sup>,Mg)<sub>13</sub>(Al,Fe<sup>3+</sup>)<sub>4</sub>Sb<sup>5+</sup><sub>2</sub>(SiO<sub>4</sub>)<sub>2</sub>O<sub>20</sub>",,Mn<sup>2+</sup><sub>13</sub>Al<sub>4</sub>Sb<sup>5+</sup><sub>2</sub>O<sub>20</sub>(SiO<sub>4</sub>)<sub>2</sub>,APPROVED; GRANDFATHERED,,,Al; Fe; Mg; Mn; Sb; Si; O,Al; Mn; Sb; Si; O,Sb,1917,0,0,,Ktt,9,A,E,40,44,3,5,1,black; fire-red (thin sections); red in transmitted light,red brown,,Metallic,Opaque,5.5,5.5,0,4.56,4.65,Monoclinic,5,11,5.617,23.02,9.079,0,101.38,0,0.0,"On {001}, perfect, micaceous.",Perfect,,brittle,,Biaxial,-,,,0,0,238
Katsarosite,Katsarosite,Katsarosite,Zn2+(C2)6+O4·2H2O,Zn^2+^(C_2_)^6+^O_4_·2H_2_O,Zn<sup>2+</sup>(C<sub>2</sub>)<sup>6+</sup>O<sub>4</sub>·2H<sub>2</sub>O,Zn(C<sub>2</sub>O<sub>4</sub>)·2H<sub>2</sub>O,Zn C O H,,7043,2020,Approved,"Humboldtine, Oxalate",monoclinic,C2/c,Zn^2+ C O H,Kat,"Biotic, Secondary; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals, PM56 - Slag and smelter minerals",55091,1:1:55091:8,5fe104e2-ebcb-450d-9051-7c56a516d283,2025-08-11 12:15:23,0,mineral,Zn(C<sub>2</sub>O<sub>4</sub>)&middot;2H<sub>2</sub>O,,Zn<sup>2+</sup>(C<sub>2</sub>)<sup>6+</sup>O<sub>4</sub>·2H<sub>2</sub>O,APPROVED,,"The Zn analogue of humboldtine, glushinskite, lindbergite, and andreybulakhite.

 Second Zn-bearing oxalate mineral after alterite.

Crystalstructuredetails:
* chains comprising isolated ZnO6 octahedra alternately linked along [010] via oxalate an...",Zn; O; C; H,Zn; O; C; H,Zn,,2020,0,,Kat,10,A,B,05,0,0,0,0,pure white (~ Fe-free samples) to yellow (Fe-rich specimens),,,Resinous,,1.5,2.0,0,,,Monoclinic,5,10,11.768,5.388,9.804,,127.045,,496.2,on {110},Perfect,Irregular/Uneven,malleable,,,,,,,71,12
