Mineral Name,Mineral Name (plain),Mineral Name (HTML),Valence Chemistry,Valence Chemistry (concise),Valence Chemistry (HTML),IMA Chemistry (HTML),Chemistry Elements,RRUFF IDs,Database ID,Year First Published,IMA Status,Structural Groupname,Crystal Systems,Space Groups,Valence Elements,IMA Mineral Symbol,Paragenetic Modes
Agaite,Agaite,Agaite,Pb2+3Cu2+Te6+O5(OH)2(CO3),Pb^2+^_3_Cu^2+^Te^6+^O_5_(OH)_2_(CO_3_),Pb<sup>2+</sup><sub>3</sub>Cu<sup>2+</sup>Te<sup>6+</sup>O<sub>5</sub>(OH)<sub>2</sub>(CO<sub>3</sub>),Pb<sub>3</sub>Cu<sup>2+</sup>Te<sup>6+</sup>O<sub>5</sub>(OH)<sub>2</sub>(CO<sub>3</sub>),Pb Cu Te O H C,,6058,2011,Approved,Not in a structural group,orthorhombic,Pca21,Pb^2+ Cu^2+ Te^6+ O H C,Aga,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Agakhanovite-(Y),Agakhanovite-(Y),Agakhanovite-(Y),YCa☐2KBe3Si12O30,YCa[box]_2_KBe_3_Si_12_O_30_,YCa☐<sub>2</sub>KBe<sub>3</sub>Si<sub>12</sub>O<sub>30</sub>,YCa☐<sub>2</sub>KBe<sub>3</sub>Si<sub>12</sub>O<sub>30</sub>,Y Ca K Be Si O,,6248,2013,Approved,Milarite,hexagonal,P6/mcc,Y Ca K Be Si O,Agk-Y,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Agardite-(Ce),Agardite-(Ce),Agardite-(Ce),Cu2+6Ce3+(As5+O4)3(OH)6·3H2O,Cu^2+^_6_Ce^3+^(As^5+^O_4_)_3_(OH)_6_·3H_2_O,Cu<sup>2+</sup><sub>6</sub>Ce<sup>3+</sup>(As<sup>5+</sup>O<sub>4</sub>)<sub>3</sub>(OH)<sub>6</sub>·3H<sub>2</sub>O,CeCu<sup>2+</sup><sub>6</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>6</sub>·3H<sub>2</sub>O,Ce Cu As O H,,799,2003,Approved,Mixite,hexagonal,P63/m,Cu^2+ Ce^3+ As^5+ O H,Agr-Ce,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Agardite-(La),Agardite-(La),Agardite-(La),Cu2+6La3+(As5+O4)3(OH)6·3H2O,Cu^2+^_6_La^3+^(As^5+^O_4_)_3_(OH)_6_·3H_2_O,Cu<sup>2+</sup><sub>6</sub>La<sup>3+</sup>(As<sup>5+</sup>O<sub>4</sub>)<sub>3</sub>(OH)<sub>6</sub>·3H<sub>2</sub>O,LaCu<sup>2+</sup><sub>6</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>6</sub>·3H<sub>2</sub>O,La Cu As O H,,801,1980,Approved,Mixite,hexagonal,P63/m,Cu^2+ La^3+ As^5+ O H,Agr-La,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Agardite-(Nd),Agardite-(Nd),Agardite-(Nd),Cu2+6Nd(As5+O4)3(OH)6·3H2O,Cu^2+^_6_Nd(As^5+^O_4_)_3_(OH)_6_·3H_2_O,Cu<sup>2+</sup><sub>6</sub>Nd(As<sup>5+</sup>O<sub>4</sub>)<sub>3</sub>(OH)<sub>6</sub>·3H<sub>2</sub>O,NdCu<sup>2+</sup><sub>6</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>6</sub>·3H<sub>2</sub>O,Nd Cu As O H,,802,2010,Approved,Mixite,hexagonal,P63/m,Cu^2+ Nd As^5+ O H,Agr-Nd,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Agardite-(Y),Agardite-(Y),Agardite-(Y),Cu2+6Y(As5+O4)3(OH)6·3H2O,Cu^2+^_6_Y(As^5+^O_4_)_3_(OH)_6_·3H_2_O,Cu<sup>2+</sup><sub>6</sub>Y(As<sup>5+</sup>O<sub>4</sub>)<sub>3</sub>(OH)<sub>6</sub>·3H<sub>2</sub>O,YCu<sup>2+</sup><sub>6</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>6</sub>·3H<sub>2</sub>O,Y Cu As O H,,803,1968,"Approved, Renamed",Mixite,hexagonal,P63/m,Cu^2+ Y As^5+ O H,Agr-Y,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Agmantinite,Agmantinite,Agmantinite,Ag1+2Mn2+Sn4+S2-4,Ag^1+^_2_Mn^2+^Sn^4+^S^2-^_4_,Ag<sup>1+</sup><sub>2</sub>Mn<sup>2+</sup>Sn<sup>4+</sup>S<sup>2-</sup><sub>4</sub>,Ag<sub>2</sub>MnSnS<sub>4</sub>,Ag Mn Sn S,,6381,2014,Approved,Wurtzite,"monoclinic, orthorhombic","Pn, P21nm",Ag^1+ Mn^2+ Sn^4+ S^2-,Agm,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Agrellite,Agrellite,Agrellite,NaCa2Si4O10F,NaCa_2_Si_4_O_10_F,NaCa<sub>2</sub>Si<sub>4</sub>O<sub>10</sub>F,NaCa<sub>2</sub>Si<sub>4</sub>O<sub>10</sub>F,Na Ca Si O F,,804,1973,Approved,Not in a structural group,triclinic,P1,Na Ca Si O F,Are,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Agricolaite,Agricolaite,Agricolaite,K4(U6+O2)(CO3)3,K_4_(U^6+^O_2_)(CO_3_)_3_,K<sub>4</sub>(U<sup>6+</sup>O<sub>2</sub>)(CO<sub>3</sub>)<sub>3</sub>,K<sub>4</sub>(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>3</sub>,K U O C,,5810,2009,Approved,Not in a structural group,monoclinic,C2/c,K U^6+ O C,Agc,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Agrinierite,Agrinierite,Agrinierite,K2Ca[(U6+O2)3O3(OH)2]2·5H2O,K_2_Ca[(U^6+^O_2_)_3_O_3_(OH)_2_]_2_·5H_2_O,K<sub>2</sub>Ca[(U<sup>6+</sup>O<sub>2</sub>)<sub>3</sub>O<sub>3</sub>(OH)<sub>2</sub>]<sub>2</sub>·5H<sub>2</sub>O,K<sub>2</sub>Ca[(UO<sub>2</sub>)<sub>3</sub>O<sub>3</sub>(OH)<sub>2</sub>]<sub>2</sub>·5H<sub>2</sub>O,K Ca U O H,,805,1971,Approved,Compreignacite,orthorhombic,F2mm,K Ca U^6+ O H,Agn,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Aguilarite,Aguilarite,Aguilarite,Ag1+4Se2-S2-,Ag^1+^_4_Se^2-^S^2-^,Ag<sup>1+</sup><sub>4</sub>Se<sup>2-</sup>S<sup>2-</sup>,Ag<sub>4</sub>SeS,Ag Se S,,806,1891,"Approved, Grandfathered",Acanthite,"orthorhombic, monoclinic","P212121, P21/n",Ag^1+ Se^2- S^2-,Agu,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Aheylite,Aheylite,Aheylite,Fe2+Al6(PO4)4(OH)8·4H2O,Fe^2+^Al_6_(PO_4_)_4_(OH)_8_·4H_2_O,Fe<sup>2+</sup>Al<sub>6</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>8</sub>·4H<sub>2</sub>O,Fe<sup>2+</sup>Al<sub>6</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>8</sub>·4H<sub>2</sub>O,Fe Al P O H,,807,1984,Approved,Turquoise,triclinic,P1,Fe^2+ Al P O H,Ahe,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Ahlfeldite,Ahlfeldite,Ahlfeldite,Ni2+Se4+O3·2H2O,Ni^2+^Se^4+^O_3_·2H_2_O,Ni<sup>2+</sup>Se<sup>4+</sup>O<sub>3</sub>·2H<sub>2</sub>O,Ni(SeO<sub>3</sub>)·2H<sub>2</sub>O,Ni Se O H,,808,1935,"Approved, Grandfathered",Cobaltomenite,monoclinic,P21/n,Ni^2+ Se^4+ O H,Afe,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Ahrensite,Ahrensite,Ahrensite,SiFe2+2O4,SiFe^2+^_2_O_4_,SiFe<sup>2+</sup><sub>2</sub>O<sub>4</sub>,SiFe<sub>2</sub>O<sub>4</sub>,Si Fe O,,6189,2013,Approved,Spinel,cubic,"Fd3m, Fd3m",Si Fe^2+ O,Ahr,"Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases"
Aikinite,Aikinite,Aikinite,Cu1+Pb2+Bi3+S2-3,Cu^1+^Pb^2+^Bi^3+^S^2-^_3_,Cu<sup>1+</sup>Pb<sup>2+</sup>Bi<sup>3+</sup>S<sup>2-</sup><sub>3</sub>,CuPbBiS<sub>3</sub>,Cu Pb Bi S,,809,1843,"Approved, Grandfathered",Meneghinite,orthorhombic,Pnma,Cu^1+ Pb^2+ Bi^3+ S^2-,Aik,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Aiolosite,Aiolosite,Aiolosite,Na2(Na2Bi3+)(S6+O4)3Cl,Na_2_(Na_2_Bi^3+^)(S^6+^O_4_)_3_Cl,Na<sub>2</sub>(Na<sub>2</sub>Bi<sup>3+</sup>)(S<sup>6+</sup>O<sub>4</sub>)<sub>3</sub>Cl,Na<sub>2</sub>(Na<sub>2</sub>Bi)(SO<sub>4</sub>)<sub>3</sub>Cl,Na Bi S O Cl,,5674,2008,Approved,Apatite,hexagonal,P63/m,Na Bi^3+ S^6+ O Cl,Aio,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
Airdite,Airdite,Airdite,Sr(V4+O)2(PO4)2·4H2O,Sr(V^4+^O)_2_(PO_4_)_2_·4H_2_O,Sr(V<sup>4+</sup>O)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O,Sr(V<sup>4+</sup>O)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O,Sr V O P H,,7052,2020,Approved,,monoclinic,Cc,Sr V^4+ O P H,Air,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Ajoite,Ajoite,Ajoite,K3Cu2+20Al3Si29O76(OH)16·8H2O,K_3_Cu^2+^_20_Al_3_Si_29_O_76_(OH)_16_·8H_2_O,K<sub>3</sub>Cu<sup>2+</sup><sub>20</sub>Al<sub>3</sub>Si<sub>29</sub>O<sub>76</sub>(OH)<sub>16</sub>·8H<sub>2</sub>O,K<sub>3</sub>Cu<sup>2+</sup><sub>20</sub>Al<sub>3</sub>Si<sub>29</sub>O<sub>76</sub>(OH)<sub>16</sub>·8H<sub>2</sub>O,K Cu Al Si O H,,810,1958,Approved,Ajoite,triclinic,P1,K Cu^2+ Al Si O H,Aj,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Akaganeite,Akaganeite,Akaganeite,"(Fe3+,Ni2+)8(OH,O)16Cl1.25·nH2O","(Fe^3+^,Ni^2+^)_8_(OH,O)_16_Cl_1.25_·nH_2_O","(Fe<sup>3+</sup>,Ni<sup>2+</sup>)<sub>8</sub>(OH,O)<sub>16</sub>Cl<sub>1.25</sub>·nH<sub>2</sub>O","(Fe<sup>3+</sup>,Ni<sup>2+</sup>)<sub>8</sub>(OH,O)<sub>16</sub>Cl<sub>1.25</sub>·nH<sub>2</sub>O",Fe Ni O H Cl,,811,1962,"Approved, Renamed",Coronadite,"monoclinic, tetragonal","I2/m, I4/m, C2/m",Fe^3+ Ni^2+ O H Cl,Akg,"Abiotic, Biotic, Primary, Secondary; Stage 3b: Earth's earliest hydrosphere, PM14 - Hot springs & geysers, Stage 5: Initiation of plate tectonics, PM42 - Sea-floor Mn nodules, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM48 - Soil leaching zone minerals"
Akaogiite,Akaogiite,Akaogiite,Ti4+O2,Ti^4+^O_2_,Ti<sup>4+</sup>O<sub>2</sub>,TiO<sub>2</sub>,Ti O,,5657,2007,Approved,Baddeleyite,monoclinic,P21/c,Ti^4+ O,Aka,"Abiotic; Stage 4a: Earth's earliest continental crust, PM30 - Terrestrial impact minerals"
Akasakaite-(Ce),Akasakaite-(Ce),Akasakaite-(Ce),CaCe3+(Al2Mn2+)(Si2O7)(SiO4)O(OH),CaCe^3+^(Al_2_Mn^2+^)(Si_2_O_7_)(SiO_4_)O(OH),CaCe<sup>3+</sup>(Al<sub>2</sub>Mn<sup>2+</sup>)(Si<sub>2</sub>O<sub>7</sub>)(SiO<sub>4</sub>)O(OH),CaCe(Al<sub>2</sub>Mn<sup>2+</sup>)(Si<sub>2</sub>O<sub>7</sub>)(SiO<sub>4</sub>)O(OH),Ca Ce Al Mn Si O H,,7567,2025,Approved,Epidote,monoclinic,P21/m,Ca Ce^3+ Al Mn^2+ Si O H,Ak-Ce,
Akasakaite-(La),Akasakaite-(La),Akasakaite-(La),CaLa3+(Al2Mn2+)(Si2O7)(SiO4)O(OH),CaLa^3+^(Al_2_Mn^2+^)(Si_2_O_7_)(SiO_4_)O(OH),CaLa<sup>3+</sup>(Al<sub>2</sub>Mn<sup>2+</sup>)(Si<sub>2</sub>O<sub>7</sub>)(SiO<sub>4</sub>)O(OH),CaLa(Al<sub>2</sub>Mn<sup>2+</sup>)(Si<sub>2</sub>O<sub>7</sub>)(SiO<sub>4</sub>)O(OH),Ca La Al Mn Si O H,,7569,2025,Approved,Epidote,monoclinic,P21/m,Ca La^3+ Al Mn^2+ Si O H,Ak-La,
Akatoreite,Akatoreite,Akatoreite,Mn2+9Al2Si8O24(OH)8,Mn^2+^_9_Al_2_Si_8_O_24_(OH)_8_,Mn<sup>2+</sup><sub>9</sub>Al<sub>2</sub>Si<sub>8</sub>O<sub>24</sub>(OH)<sub>8</sub>,Mn<sup>2+</sup><sub>9</sub>Al<sub>2</sub>Si<sub>8</sub>O<sub>24</sub>(OH)<sub>8</sub>,Mn Al Si O H,,812,1969,Approved,Not in a structural group,triclinic,P1,Mn^2+ Al Si O H,Akt,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
Akdalaite,Akdalaite,Akdalaite,Al5O7(OH),Al_5_O_7_(OH),Al<sub>5</sub>O<sub>7</sub>(OH),Al<sub>5</sub>O<sub>7</sub>(OH),Al O H,,813,1969,Approved,Nolanite,"hexagonal, orthorhombic","P63mc, Cmc21, P31c",Al O H,Akd,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
Åkermanite,Akermanite,Åkermanite,Ca2MgSi2O7,Ca_2_MgSi_2_O_7_,Ca<sub>2</sub>MgSi<sub>2</sub>O<sub>7</sub>,Ca<sub>2</sub>MgSi<sub>2</sub>O<sub>7</sub>,Ca Mg Si O,,814,1884,"Approved, Grandfathered",Melilite,tetragonal,P421m,Ca Mg Si O,Åk,"Abiotic, Biotic, Primary, Secondary; Stage 1: Primary nebular phases, PM3 - Solar nebular condensates, Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
Akhtenskite,Akhtenskite,Akhtenskite,Mn4+O2,Mn^4+^O_2_,Mn<sup>4+</sup>O<sub>2</sub>,MnO<sub>2</sub>,Mn O,,815,1982,Approved,Feroxyhyte,hexagonal,P63mc,Mn^4+ O,Akh,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 5: Initiation of plate tectonics, PM42 - Sea-floor Mn nodules, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Akimotoite,Akimotoite,Akimotoite,MgSiO3,MgSiO_3_,MgSiO<sub>3</sub>,MgSiO<sub>3</sub>,Mg Si O,,816,1997,Approved,Corundum,hexagonal,R3,Mg Si O,Aki,"Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases"
Aklimaite,Aklimaite,Aklimaite,Ca4[Si2O5(OH)2](OH)4·5H2O,Ca_4_[Si_2_O_5_(OH)_2_](OH)_4_·5H_2_O,Ca<sub>4</sub>[Si<sub>2</sub>O<sub>5</sub>(OH)<sub>2</sub>](OH)<sub>4</sub>·5H<sub>2</sub>O,Ca<sub>4</sub>[Si<sub>2</sub>O<sub>5</sub>(OH)<sub>2</sub>](OH)<sub>4</sub>·5H<sub>2</sub>O,Ca Si O H,,5978,2011,Approved,Not in a structural group,monoclinic,C2/m,Ca Si O H,Akm,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM10 - Basalt-hosted zeolite minerals"
Akopovaite,Akopovaite,Akopovaite,Al4Li2(OH)12(CO3)(H2O)3,Al_4_Li_2_(OH)_12_(CO_3_)(H_2_O)_3_,Al<sub>4</sub>Li<sub>2</sub>(OH)<sub>12</sub>(CO<sub>3</sub>)(H<sub>2</sub>O)<sub>3</sub>,Al<sub>4</sub>Li<sub>2</sub>(OH)<sub>12</sub>(CO<sub>3</sub>)(H<sub>2</sub>O)<sub>3</sub>,Al Li O H C,,6825,2018,Approved,Hydrotalcite,monoclinic,C2/m,Al Li O H C,Av,"Biotic, Secondary; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM48 - Soil leaching zone minerals"
Akrochordite,Akrochordite,Akrochordite,Mn2+Mn2+2Mn2+2(As5+O4)2(OH)4(H2O)4,Mn^2+^Mn^2+^_2_Mn^2+^_2_(As^5+^O_4_)_2_(OH)_4_(H_2_O)_4_,Mn<sup>2+</sup>Mn<sup>2+</sup><sub>2</sub>Mn<sup>2+</sup><sub>2</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>(H<sub>2</sub>O)<sub>4</sub>,MnMn<sub>2</sub>Mn<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>(H<sub>2</sub>O)<sub>4</sub>,Mn As O H,,817,1922,"Approved, Grandfathered, Redefined",Akrochordite,monoclinic,P21/c,Mn^2+ As^5+ O H,Akr,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
Aksaite,Aksaite,Aksaite,MgB6O7(OH)6·2H2O,MgB_6_O_7_(OH)_6_·2H_2_O,MgB<sub>6</sub>O<sub>7</sub>(OH)<sub>6</sub>·2H<sub>2</sub>O,MgB<sub>6</sub>O<sub>7</sub>(OH)<sub>6</sub>·2H<sub>2</sub>O,Mg B O H,,818,1962,Approved,Not in a structural group,orthorhombic,Pbca,Mg B O H,Aks,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
Aktashite,Aktashite,Aktashite,Cu1+6Hg2+3As3+4S2-12,Cu^1+^_6_Hg^2+^_3_As^3+^_4_S^2-^_12_,Cu<sup>1+</sup><sub>6</sub>Hg<sup>2+</sup><sub>3</sub>As<sup>3+</sup><sub>4</sub>S<sup>2-</sup><sub>12</sub>,Cu<sub>6</sub>Hg<sub>3</sub>As<sub>4</sub>S<sub>12</sub>,Cu Hg As S,,819,1968,"Approved, Redefined",Nowackiite,hexagonal,R3,Cu^1+ Hg^2+ As^3+ S^2-,Ats,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Alabandite,Alabandite,Alabandite,Mn2+S2-,Mn^2+^S^2-^,Mn<sup>2+</sup>S<sup>2-</sup>,MnS,Mn S,,820,1822,"Approved, Grandfathered",Rocksalt,cubic,Fm3m,Mn^2+ S^2-,Abd,"Abiotic, Primary, Secondary; Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites"
Alacránite,Alacranite,Alacránite,As8S9,As_8_S_9_,As<sub>8</sub>S<sub>9</sub>,As<sub>8</sub>S<sub>9</sub>,As S,,821,1985,"Approved, Renamed",Not in a structural group,monoclinic,P2/c,As S,Acr,"Abiotic, Biotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM11 - Volcanic fumarole minerals, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Alamosite,Alamosite,Alamosite,Pb2+SiO3,Pb^2+^SiO_3_,Pb<sup>2+</sup>SiO<sub>3</sub>,PbSiO<sub>3</sub>,Pb Si O,,822,1909,"Approved, Grandfathered",Not in a structural group,monoclinic,P2/n,Pb^2+ Si O,Aam,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Alarsite,Alarsite,Alarsite,AlAs5+O4,AlAs^5+^O_4_,AlAs<sup>5+</sup>O<sub>4</sub>,Al(AsO<sub>4</sub>),Al As O,,823,1993,Approved,Quartz,hexagonal,P3121,Al As^5+ O,Ars,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
Albertiniite,Albertiniite,Albertiniite,Fe2+(S4+O3)·3H2O,Fe^2+^(S^4+^O_3_)·3H_2_O,Fe<sup>2+</sup>(S<sup>4+</sup>O<sub>3</sub>)·3H<sub>2</sub>O,Fe<sup>2+</sup>(SO<sub>3</sub>)·3H<sub>2</sub>O,Fe S O H,,6410,2015,Approved,Albertiniite,monoclinic,P21/n,Fe^2+ S^4+ O H,Abt,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Albite,Albite,Albite,NaAlSi3O8,NaAlSi_3_O_8_,NaAlSi<sub>3</sub>O<sub>8</sub>,Na(AlSi<sub>3</sub>O<sub>8</sub>),Na Al Si O,,824,1815,"Approved, Grandfathered",Feldspar,triclinic,C1,Na Al Si O,Ab,"Abiotic, Biotic, Primary, Secondary; Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, PM9 - Lava/xenolith minerals, PM10 - Basalt-hosted zeolite minerals, Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration, PM17 - Marine authigenic Hadean minerals, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM22 - Near-surface hydration, PM23 - Subaerial alteration, PM24 - Authigenic minerals in terrestrial sediments, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, PM43 - Shear-induced minerals, Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
Albrechtschraufite,Albrechtschraufite,Albrechtschraufite,Ca4Mg(U6+O2)2(CO3)6F2·17H2O,Ca_4_Mg(U^6+^O_2_)_2_(CO_3_)_6_F_2_·17H_2_O,Ca<sub>4</sub>Mg(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(CO<sub>3</sub>)<sub>6</sub>F<sub>2</sub>·17H<sub>2</sub>O,MgCa<sub>4</sub>F<sub>2</sub>[UO<sub>2</sub>(CO<sub>3</sub>)<sub>3</sub>]<sub>2</sub>·17-18H<sub>2</sub>O,Mg Ca F U O C H,,825,1983,Approved,Not in a structural group,triclinic,P1,Ca Mg U^6+ O C F H,Asf,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
Alburnite,Alburnite,Alburnite,Ag1+8GeTe2-2S2-4,Ag^1+^_8_GeTe^2-^_2_S^2-^_4_,Ag<sup>1+</sup><sub>8</sub>GeTe<sup>2-</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>,Ag<sub>8</sub>GeTe<sub>2</sub>S<sub>4</sub>,Ag Ge Te S,,6132,2012,Approved,Argyrodite,cubic,F43m,Ag^1+ Ge Te^2- S^2-,Alb,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Alcantarillaite,Alcantarillaite,Alcantarillaite,[Fe3+0.5(H2O)4][CaAs3+2(Fe3+2.5W6+0.5)(As5+O4)2O7],[Fe^3+^_0.5_(H_2_O)_4_][CaAs^3+^_2_(Fe^3+^_2.5_W^6+^_0.5_)(As^5+^O_4_)_2_O_7_],[Fe<sup>3+</sup><sub>0.5</sub>(H<sub>2</sub>O)<sub>4</sub>][CaAs<sup>3+</sup><sub>2</sub>(Fe<sup>3+</sup><sub>2.5</sub>W<sup>6+</sup><sub>0.5</sub>)(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>O<sub>7</sub>],[Fe<sup>3+</sup><sub>0.5</sub>(H<sub>2</sub>O)<sub>4</sub>][CaAs<sup>3+</sup><sub>2</sub>(Fe<sup>3+</sup><sub>2.5</sub>W<sup>6+</sup><sub>0.5</sub>)(AsO<sub>4</sub>)<sub>2</sub>O<sub>7</sub>],Fe H O Ca As W,,6954,2019,Approved,Walentaite,orthorhombic,Imma,Fe^3+ H O Ca As^3+ W^6+ As^5+,Alc,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Alcaparrosaite,Alcaparrosaite,Alcaparrosaite,K3Ti4+Fe3+(S6+O4)4O·2H2O,K_3_Ti^4+^Fe^3+^(S^6+^O_4_)_4_O·2H_2_O,K<sub>3</sub>Ti<sup>4+</sup>Fe<sup>3+</sup>(S<sup>6+</sup>O<sub>4</sub>)<sub>4</sub>O·2H<sub>2</sub>O,K<sub>3</sub>Ti<sup>4+</sup>Fe<sup>3+</sup>(SO<sub>4</sub>)<sub>4</sub>O(H<sub>2</sub>O)<sub>2</sub>,K Ti Fe S O H,,5952,2011,Approved,Alcaparrosaite,monoclinic,C2/c,K Ti^4+ Fe^3+ S^6+ O H,Apr,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
